-0.004320174299154,-0.032235648858544,-0.038059080225662,0.004227433349098,0,0,0,0,0,0,0,0,0,0,-180
-0.00270402010919,-0.031165564560793,-0.038804020079565,0.004397875137019,-2.88671996774738E-05,-0.000352031249254,-0.000315767150913,3.65705359177373E-05,-7.87038340545072E-06,-6.57112590542036E-06,-2.25358061029261E-06,-9.54323110262247E-07,0.04,-0.09284423943288,-179.928
-0.001352873420698,-0.030207458559925,-0.038994690038345,0.004094600339157,-7.95606140180288E-05,-0.001195314034559,-0.00113673825449,0.000118229339638,-4.78056341319463E-05,-3.73218898575213E-05,-1.68521538899117E-05,-6.36840961548669E-06,0.08,-0.184756443611675,-179.856
-0.000639184918991,-0.029432682909653,-0.038615340544107,0.003670742918169,-0.000142154761864,-0.002349069404824,-0.002336036855474,0.000214399073101,-0.000128708411087,-9.68086270049103E-05,-5.21053183243683E-05,-2.02055342420279E-05,0.12,-0.275741827311018,-179.784
-0.000884564183195,-0.02882275764484,-0.03783107915092,0.00360088129289,-0.00023392253455,-0.00369509354399,-0.003810169180031,0.000311002700544,-0.000253905386433,-0.00018493296245,-0.000114980812864,-4.60083888804398E-05,0.16,-0.365805586613534,-179.712
-0.002212868379096,-0.028324739136028,-0.036889568529841,0.004197373333779,-0.000382888223139,-0.005141639701425,-0.005466540238604,0.000408373733669,-0.000427746756186,-0.000300193819747,-0.000212064172028,-8.45112355888049E-05,0.2,-0.454952898954102,-179.64
-0.00447653842562,-0.027875719694708,-0.036001266974419,0.00541121927737,-0.000630380056041,-0.00661426007946,-0.007223122468129,0.000520725980939,-0.000657920647633,-0.000440630253146,-0.000349350985611,-0.000132060591124,0.24,-0.543188923164054,-179.568
-0.007291156475276,-0.027369422420275,-0.03526509970854,0.006833540479455,-0.00101103757351,-0.00805313585422,-0.009012579222444,0.000663393976303,-0.000957036012023,-0.00060430264841,-0.000532193596554,-0.000179460232941,0.28,-0.630518799515304,-179.496
-0.010192698872015,-0.026638958644965,-0.034688756572862,0.007908450610451,-0.001546171987831,-0.009408636336016,-0.010782483827852,0.000842386092716,-0.00133874634024,-0.000789045560695,-0.000765227082975,-0.00021552630343,0.32,-0.716947649764408,-179.424
-0.012815981061202,-0.025480828278001,-0.034252950742361,0.008208057814164,-0.002243537927588,-0.010636191510869,-0.012492694835373,0.001051371250542,-0.00181478558858,-0.000992120482204,-0.001052566027952,-0.000229900921575,0.36,-0.802480577196558,-179.352
